Symbol,Company,Market,Sector,Priority,Enabled
KMX,CarMax Inc,NYSE,Unknown,Normal,Yes
KN,Knowles Corporation Common Stock,NYSE,Unknown,Normal,Yes
KNF,Knife Riv Holding Co. Common Stock,NYSE,Unknown,Normal,Yes
KNSL,"Kinsale Capital Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KNTK,Kinetik Holdings Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,Unknown,Normal,Yes
KO,Coca-Cola Company (The) Common Stock,NYSE,Unknown,Normal,Yes
KODK,Eastman Kodak Company Common New,NYSE,Unknown,Normal,Yes
KOP,Koppers Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
KORE,"KORE Group Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KOS,Kosmos Energy Ltd. Common Shares (DE),NYSE,Unknown,Normal,Yes
KPET,KPET Ultra Paceline Corporation Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
KR,Kroger Company (The) Common Stock,NYSE,Unknown,Normal,Yes
KRC,Kilroy Realty Corporation Common Stock,NYSE,Unknown,Normal,Yes
KREF,KKR Real Estate Finance Trust Inc. Common Stock,NYSE,Unknown,Normal,Yes
KRG,Kite Realty Group Trust Common Stock,NYSE,Unknown,Normal,Yes
KRMN,Karman Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
KRO,Kronos Worldwide Inc Common Stock,NYSE,Unknown,Normal,Yes
KSS,Kohl's Corporation Common Stock,NYSE,Unknown,Normal,Yes
KT,KT Corporation Common Stock,NYSE,Unknown,Normal,Yes
KTB,"Kontoor Brands, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KTF,DWS Municipal Income Trust,NYSE,Unknown,Normal,Yes
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),NYSE,Unknown,Normal,Yes
KVUE,Kenvue Inc. Common Stock,NYSE,Unknown,Normal,Yes
KVYO,"Klaviyo, Inc. Series A Common Stock",NYSE,Unknown,Normal,Yes
KWR,Quaker Houghton Common Stock,NYSE,Unknown,Normal,Yes
KWY,Kingsway Corporation Common Stock,NYSE,Unknown,Normal,Yes
L,Loews Corporation Common Stock,NYSE,Unknown,Normal,Yes
LAC,Lithium Americas Corp. Common Shares,NYSE,Unknown,Normal,Yes
LAD,"Lithia Motors, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LADR,Ladder Capital Corp Class A Common Stock,NYSE,Unknown,Normal,Yes
LANV,Lanvin Group Holdings Limited Ordinary Shares,NYSE,Unknown,Normal,Yes
LAR,Lithium Argentina AG Common Shares,NYSE,Unknown,Normal,Yes
LAW,"CS Disco, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LAZ,"Lazard, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,NYSE,Unknown,Normal,Yes
LBRT,Liberty Energy Inc. Class A common stock,NYSE,Unknown,Normal,Yes
LCII,LCI Industries,NYSE,Unknown,Normal,Yes
LCLN,"Lincoln International, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
LDI,"loanDepot, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
LDOS,"Leidos Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LEA,Lear Corporation Common Stock,NYSE,Unknown,Normal,Yes
LEG,"Leggett & Platt, Incorporated Common Stock",NYSE,Unknown,Normal,Yes
LEN,Lennar Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
LEN-B,Lennar Corporation Class B,NYSE,Unknown,Normal,Yes
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LEU,Centrus Energy Corp. Class A Common Stock,NYSE,Unknown,Normal,Yes
LEVI,Levi Strauss & Co Class A Common Stock,NYSE,Unknown,Normal,Yes
LFT,"Lument Finance Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LH,Labcorp Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
LHX,"L3Harris Technologies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LII,"Lennox International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LION,Lionsgate Studios Corp Common Shares,NYSE,Unknown,Normal,Yes
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",NYSE,Unknown,Normal,Yes
LLY,Eli Lilly and Company Common Stock,NYSE,Unknown,Normal,Yes
LMND,"Lemonade, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LMT,Lockheed Martin Corporation Common Stock,NYSE,Unknown,Normal,Yes
LNC,Lincoln National Corporation Common Stock,NYSE,Unknown,Normal,Yes
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),NYSE,Unknown,Normal,Yes
LNG,"Cheniere Energy, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LNN,Lindsay Corporation Common Stock,NYSE,Unknown,Normal,Yes
LOAR,Loar Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
LOB,"Live Oak Bancshares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LOCL,Local Bounti Corporation Common Stock,NYSE,Unknown,Normal,Yes
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,NYSE,Unknown,Normal,Yes
LOW,"Lowe's Companies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LPG,Dorian LPG Ltd. Common Stock,NYSE,Unknown,Normal,Yes
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",NYSE,Unknown,Normal,Yes
LPX,Louisiana-Pacific Corporation Common Stock,NYSE,Unknown,Normal,Yes
LRN,"Stride, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,NYSE,Unknown,Normal,Yes
LTC,"LTC Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LTH,"Life Time Group Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",NYSE,Unknown,Normal,Yes
LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",NYSE,Unknown,Normal,Yes
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
LUMN,"Lumen Technologies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LUV,Southwest Airlines Company Common Stock,NYSE,Unknown,Normal,Yes
LUXE,"LuxExperience B.V. American Depositary Shares, each representing one Ordinary Share",NYSE,Unknown,Normal,Yes
LVS,Las Vegas Sands Corp. Common Stock,NYSE,Unknown,Normal,Yes
LVWR,"LiveWire Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LW,"Lamb Weston Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LXFR,Luxfer Holdings PLC Ordinary Shares,NYSE,Unknown,Normal,Yes
LXP,LXP Industrial Trust Common Stock (Maryland REIT),NYSE,Unknown,Normal,Yes
LXU,"LSB Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),NYSE,Unknown,Normal,Yes
LYG,Lloyds Banking Group Plc American Depositary Shares,NYSE,Unknown,Normal,Yes
LYV,"Live Nation Entertainment, Inc. Common Stock",NYSE,Unknown,Normal,Yes
LZB,La-Z-Boy Incorporated Common Stock,NYSE,Unknown,Normal,Yes
LZM,Lifezone Metals Limited Ordinary Shares,NYSE,Unknown,Normal,Yes
M,Macy's Inc Common Stock,NYSE,Unknown,Normal,Yes
MA,Mastercard Incorporated Common Stock,NYSE,Unknown,Normal,Yes
MAC,Macerich Company (The) Common Stock,NYSE,Unknown,Normal,Yes
MAGN,Magnera Corporation Common Stock,NYSE,Unknown,Normal,Yes
MAIN,Main Street Capital Corporation Common Stock,NYSE,Unknown,Normal,Yes
MAIR,Madison Air Solutions Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
MAN,ManpowerGroup Common Stock,NYSE,Unknown,Normal,Yes
MANE,"Veradermics, Incorporated Common Stock",NYSE,Unknown,Normal,Yes
MAS,Masco Corporation Common Stock,NYSE,Unknown,Normal,Yes
MATV,"Mativ Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MATX,"Matson, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MAX,"MediaAlpha, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
MBC,"MasterBrand, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MBGL,Mobility Global Inc. Common Stock,NYSE,Unknown,Normal,Yes
MBI,MBIA Inc. Common Stock,NYSE,Unknown,Normal,Yes
MC,Moelis & Company Class A Common Stock,NYSE,Unknown,Normal,Yes
MCB,Metropolitan Bank Holding Corp. Common Stock,NYSE,Unknown,Normal,Yes
MCD,McDonald's Corporation Common Stock,NYSE,Unknown,Normal,Yes
MCI,Barings Corporate Investors Common Stock,NYSE,Unknown,Normal,Yes
MCK,McKesson Corporation Common Stock,NYSE,Unknown,Normal,Yes
MCO,Moody's Corporation Common Stock,NYSE,Unknown,Normal,Yes
MCS,Marcus Corporation (The) Common Stock,NYSE,Unknown,Normal,Yes
MCY,Mercury General Corporation Common Stock,NYSE,Unknown,Normal,Yes
MD,"Pediatrix Medical Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MDA,MDA Space Ltd. Common Shares,NYSE,Unknown,Normal,Yes
MDT,Medtronic plc. Ordinary Shares,NYSE,Unknown,Normal,Yes
MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",NYSE,Unknown,Normal,Yes
MDV,"Modiv Industrial, Inc. Class C Common Stock",NYSE,Unknown,Normal,Yes
MEC,"Mayville Engineering Company, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MED,MEDIFAST INC Common Stock,NYSE,Unknown,Normal,Yes
MEI,"Methode Electronics, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MET,"MetLife, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MFA,"MFA Financial, Inc.",NYSE,Unknown,Normal,Yes
MFC,Manulife Financial Corporation Common Stock,NYSE,Unknown,Normal,Yes
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",NYSE,Unknown,Normal,Yes
MG,Mistras Group Inc Common Stock,NYSE,Unknown,Normal,Yes
MGA,"Magna International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MGM,MGM Resorts International Common Stock,NYSE,Unknown,Normal,Yes
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
MH,"McGraw Hill, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MHK,"Mohawk Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MHO,"M/I Homes, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MIAX,"Miami International Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MICC,The Magnum Ice Cream Company N.V. Ordinary Shares,NYSE,Unknown,Normal,Yes
MIR,"Mirion Technologies, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
MITT,"TPG Mortgage Investment Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MKC,"McCormick & Company, Incorporated Common Stock",NYSE,Unknown,Normal,Yes
MKC-V,"McCormick & Company, Incorporated Common Stock",NYSE,Unknown,Normal,Yes
MKL,Markel Group Inc. Common Stock,NYSE,Unknown,Normal,Yes
MLI,"Mueller Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MLM,"Martin Marietta Materials, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MLR,"Miller Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MMI,"Marcus & Millichap, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MMM,3M Company Common Stock,NYSE,Unknown,Normal,Yes
MMS,"Maximus, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",NYSE,Unknown,Normal,Yes
MNTN,"MNTN, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
MO,"Altria Group, Inc.",NYSE,Unknown,Normal,Yes
MOD,Modine Manufacturing Company Common Stock,NYSE,Unknown,Normal,Yes
MOG-A,Moog Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
MOG-B,Moog Inc. Class B Common Stock,NYSE,Unknown,Normal,Yes
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),NYSE,Unknown,Normal,Yes
MOH,Molina Healthcare Inc Common Stock,NYSE,Unknown,Normal,Yes
MOS,Mosaic Company (The) Common Stock,NYSE,Unknown,Normal,Yes
MOV,Movado Group Inc. Common Stock,NYSE,Unknown,Normal,Yes
MP,MP Materials Corp. Common Stock,NYSE,Unknown,Normal,Yes
MPC,Marathon Petroleum Corporation Common Stock,NYSE,Unknown,Normal,Yes
MPT,"Medical Properties Trust, Inc. common stock",NYSE,Unknown,Normal,Yes
MPV,Barings Participation Investors Common Stock,NYSE,Unknown,Normal,Yes
MRK,"Merck & Company, Inc. Common Stock (new)",NYSE,Unknown,Normal,Yes
MRP,"Millrose Properties, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
MRSH,Marsh Common Stock,NYSE,Unknown,Normal,Yes
MS,Morgan Stanley Common Stock,NYSE,Unknown,Normal,Yes
MSA,MSA Safety Incorporated Common Stock,NYSE,Unknown,Normal,Yes
MSB,Mesabi Trust Common Stock,NYSE,Unknown,Normal,Yes
MSC,"Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares",NYSE,Unknown,Normal,Yes
MSCI,MSCI Inc. Common Stock,NYSE,Unknown,Normal,Yes
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,NYSE,Unknown,Normal,Yes
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),NYSE,Unknown,Normal,Yes
MSI,"Motorola Solutions, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MSM,"MSC Industrial Direct Company, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MT,Arcelor Mittal NY Registry Shares NEW,NYSE,Unknown,Normal,Yes
MTB,M&T Bank Corporation Common Stock,NYSE,Unknown,Normal,Yes
MTD,"Mettler-Toledo International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MTDR,Matador Resources Company Common Stock,NYSE,Unknown,Normal,Yes
MTG,MGIC Investment Corporation Common Stock,NYSE,Unknown,Normal,Yes
MTH,Meritage Homes Corporation Common Stock,NYSE,Unknown,Normal,Yes
MTN,"Vail Resorts, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MTNE,CH4 Natural Solutions Corporation Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
MTR,Mesa Royalty Trust Common Stock,NYSE,Unknown,Normal,Yes
MTRN,Materion Corporation,NYSE,Unknown,Normal,Yes
MTUS,Metallus Inc. Common Shares,NYSE,Unknown,Normal,Yes
MTW,"Manitowoc Company, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
MTX,Minerals Technologies Inc. Common Stock,NYSE,Unknown,Normal,Yes
MTZ,"MasTec, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
MUR,Murphy Oil Corporation Common Stock,NYSE,Unknown,Normal,Yes
MUSA,Murphy USA Inc. Common Stock,NYSE,Unknown,Normal,Yes
MUX,McEwen Inc. Common Stock,NYSE,Unknown,Normal,Yes
MWA,MUELLER WATER PRODUCTS Common Stock,NYSE,Unknown,Normal,Yes
MX,Magnachip Semiconductor Corporation Common Stock,NYSE,Unknown,Normal,Yes
MYE,"Myers Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NABL,"N-able, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NAT,Nordic American Tankers Limited Common Stock,NYSE,Unknown,Normal,Yes
NATL,NCR Atleos Corporation Common Stock,NYSE,Unknown,Normal,Yes
NBHC,National Bank Holdings Corporation Common Stock,NYSE,Unknown,Normal,Yes
NBR,Nabors Industries Ltd.,NYSE,Unknown,Normal,Yes
NC,"NACCO Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,NYSE,Unknown,Normal,Yes
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,NYSE,Unknown,Normal,Yes
NE,Noble Corporation plc A Ordinary Shares,NYSE,Unknown,Normal,Yes
NEE,"NextEra Energy, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NEM,Newmont Corporation,NYSE,Unknown,Normal,Yes
NET,"Cloudflare, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
NEU,NewMarket Corp Common Stock,NYSE,Unknown,Normal,Yes
NEXA,Nexa Resources S.A. Common Shares,NYSE,Unknown,Normal,Yes
NFG,National Fuel Gas Company Common Stock,NYSE,Unknown,Normal,Yes
NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",NYSE,Unknown,Normal,Yes
NGS,"Natural Gas Services Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NGVT,Ingevity Corporation Common Stock,NYSE,Unknown,Normal,Yes
NHI,"National Health Investors, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NI,NiSource Inc Common Stock,NYSE,Unknown,Normal,Yes
NIC,Nicolet Bankshares Inc. Common Stock,NYSE,Unknown,Normal,Yes
NIO,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",NYSE,Unknown,Normal,Yes
NIQ,NIQ Global Intelligence plc Ordinary Shares,NYSE,Unknown,Normal,Yes
NJR,NewJersey Resources Corporation Common Stock,NYSE,Unknown,Normal,Yes
NKE,"Nike, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NL,"NLI Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
NLY,Annaly Capital Management Inc. Common Stock,NYSE,Unknown,Normal,Yes
NMAX,"Newsmax, Inc. Class B Common Stock",NYSE,Unknown,Normal,Yes
NMG,Nouveau Monde Graphite Inc. Common Shares,NYSE,Unknown,Normal,Yes
NMR,Nomura Holdings Inc ADR American Depositary Shares,NYSE,Unknown,Normal,Yes
NNI,"Nelnet, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NNN,"NNN REIT, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NOA,North American Construction Group Ltd. Common Shares (no par),NYSE,Unknown,Normal,Yes
NOAH,Noah Holdings Limited American Depositary Shares,NYSE,Unknown,Normal,Yes
NOC,Northrop Grumman Corporation Common Stock,NYSE,Unknown,Normal,Yes
NOG,"Northern Oil and Gas, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NOK,Nokia Corporation Sponsored American Depositary Shares,NYSE,Unknown,Normal,Yes
NOMD,Nomad Foods Limited Ordinary Shares,NYSE,Unknown,Normal,Yes
NOV,NOV Inc. Common Stock,NYSE,Unknown,Normal,Yes
NOW,"ServiceNow, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NP,Neptune Insurance Holdings Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
NPB,"Northpointe Bancshares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NPK,"National Presto Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NPKI,NPK International Inc. Common Stock,NYSE,Unknown,Normal,Yes
NPO,Enpro Inc. Common Stock,NYSE,Unknown,Normal,Yes
NPWR,NET Power Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
NRDY,Nerdy Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
NREF,"NexPoint Real Estate Finance, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NRG,"NRG Energy, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NRGV,"Energy Vault Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NRP,Natural Resource Partners LP Limited Partnership,NYSE,Unknown,Normal,Yes
NRT,North European Oil Royality Trust Common Stock,NYSE,Unknown,Normal,Yes
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
NSC,Norfolk Southern Corporation Common Stock,NYSE,Unknown,Normal,Yes
NSP,"Insperity, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,NYSE,Unknown,Normal,Yes
NTR,Nutrien Ltd. Common Shares,NYSE,Unknown,Normal,Yes
NTST,NetSTREIT Corp. Common Stock,NYSE,Unknown,Normal,Yes
NTZ,"Natuzzi, S.p.A.",NYSE,Unknown,Normal,Yes
NU,Nu Holdings Ltd. Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
NUE,Nucor Corporation Common Stock,NYSE,Unknown,Normal,Yes
NUS,"Nu Skin Enterprises, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NUVB,Nuvation Bio Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),NYSE,Unknown,Normal,Yes
NVO,Novo Nordisk A/S Common Stock,NYSE,Unknown,Normal,Yes
NVR,"NVR, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NVRI,Enviri Corporation Common Stock,NYSE,Unknown,Normal,Yes
NVS,Novartis AG Common Stock,NYSE,Unknown,Normal,Yes
NVST,Envista Holdings Corporation Common Stock,NYSE,Unknown,Normal,Yes
NVT,nVent Electric plc Ordinary Shares,NYSE,Unknown,Normal,Yes
NWAX,New America Acquisition I Corp. Class A Common Stock,NYSE,Unknown,Normal,Yes
NWG,"NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)",NYSE,Unknown,Normal,Yes
NWN,Northwest Natural Holding Company Common Stock,NYSE,Unknown,Normal,Yes
NX,Quanex Building Products Corporation Common Stock,NYSE,Unknown,Normal,Yes
NXDR,"Nextdoor Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
NXDT,NexPoint Diversified Real Estate Trust Common Stock,NYSE,Unknown,Normal,Yes
NXE,Nexgen Energy Ltd. Common Shares,NYSE,Unknown,Normal,Yes
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,NYSE,Unknown,Normal,Yes
NXRT,"NexPoint Residential Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
NYC,American Strategic Investment Co. Class A Common Stock,NYSE,Unknown,Normal,Yes
NYT,New York Times Company (The) Common Stock,NYSE,Unknown,Normal,Yes
O,Realty Income Corporation Common Stock,NYSE,Unknown,Normal,Yes
OBDC,Blue Owl Capital Corporation Common Stock,NYSE,Unknown,Normal,Yes
OBK,"Origin Bancorp, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OC,Owens Corning Inc Common Stock New,NYSE,Unknown,Normal,Yes
ODC,Oil-Dri Corporation Of America Common Stock,NYSE,Unknown,Normal,Yes
ODV,Osisko Development Corp. Common Shares,NYSE,Unknown,Normal,Yes
OEC,Orion S.A. Common Shares,NYSE,Unknown,Normal,Yes
OFG,OFG Bancorp Common Stock,NYSE,Unknown,Normal,Yes
OFRM,"Once Upon a Farm, PBC Common Stock",NYSE,Unknown,Normal,Yes
OGC,OceanaGold Corporation Common Shares,NYSE,Unknown,Normal,Yes
OGE,OGE Energy Corp Common Stock,NYSE,Unknown,Normal,Yes
OGN,Organon & Co. Common Stock,NYSE,Unknown,Normal,Yes
OGS,"ONE Gas, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OHI,"Omega Healthcare Investors, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OI,"O-I Glass, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OII,"Oceaneering International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OIS,"Oil States International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OKE,"ONEOK, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OKLO,Oklo Inc. Class A common stock,NYSE,Unknown,Normal,Yes
OLN,Olin Corporation Common Stock,NYSE,Unknown,Normal,Yes
OLP,"One Liberty Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OMC,Omnicom Group Inc. Common Stock,NYSE,Unknown,Normal,Yes
OMF,"OneMain Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ONIT,Onity Group Inc. Common Stock,NYSE,Unknown,Normal,Yes
ONL,Orion Properties Inc. Common Stock,NYSE,Unknown,Normal,Yes
ONON,On Holding AG Class A Ordinary Shares,NYSE,Unknown,Normal,Yes
ONT,"Onterris, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ONTO,Onto Innovation Inc. Common Stock,NYSE,Unknown,Normal,Yes
OOMA,"Ooma, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OPAD,Offerpad Solutions Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
OPFI,OppFi Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
OPLN,"OPENLANE, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OPTU,"Optimum Communications, Inc. Class A common stock",NYSE,Unknown,Normal,Yes
OPY,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)",NYSE,Unknown,Normal,Yes
OR,OR Royalties Inc. Common Shares,NYSE,Unknown,Normal,Yes
ORA,"Ormat Technologies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ORC,"Orchid Island Capital, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ORCL,Oracle Corporation Common Stock,NYSE,Unknown,Normal,Yes
ORI,Old Republic International Corporation Common Stock,NYSE,Unknown,Normal,Yes
ORN,"Orion Group Holdings, Inc. Common",NYSE,Unknown,Normal,Yes
OSCR,"Oscar Health, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
OSG,"Octave Specialty Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OSK,Oshkosh Corporation (Holding Company)Common Stock,NYSE,Unknown,Normal,Yes
OTF,Blue Owl Technology Finance Corp. Common Stock,NYSE,Unknown,Normal,Yes
OTIS,Otis Worldwide Corporation Common Stock,NYSE,Unknown,Normal,Yes
OUT,OUTFRONT Media Inc. Common Stock,NYSE,Unknown,Normal,Yes
OVV,Ovintiv Inc. (DE),NYSE,Unknown,Normal,Yes
OWL,Blue Owl Capital Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
OWLT,"Owlet, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
OXM,"Oxford Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
OXY,Occidental Petroleum Corporation Common Stock,NYSE,Unknown,Normal,Yes
P,"Everpure, Inc. Class A common stock",NYSE,Unknown,Normal,Yes
PAAS,Pan American Silver Corp. Common Stock,NYSE,Unknown,Normal,Yes
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",NYSE,Unknown,Normal,Yes
PACK,Ranpak Holdings Corp Class A Common Stock,NYSE,Unknown,Normal,Yes
PACS,"PACS Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PAG,"Penske Automotive Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
PAGS,PagSeguro Digital Ltd. Class A Common Shares,NYSE,Unknown,Normal,Yes
PAM,Pampa Energia S.A.,NYSE,Unknown,Normal,Yes
PAR,PAR Technology Corporation Common Stock,NYSE,Unknown,Normal,Yes
